,FACILITY_ID,FACILITY_NAME,FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS_sub
56,1003730.0,AIR LIQUIDE - FREEPORT HYCO PLANT,48039.0,BRAZORIA COUNTY,325120.0,2018.0,AUXSTACK,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),4768045.9,scf,4849.498428,0.553595711,1.0,400.0,,,,
57,1002903.0,AK STEEL CORP/BUTLER WORKS,42019.0,BUTLER COUNTY,331110.0,2018.0,GP-NG-2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1604424700.0,scf,1679590.393,191.7340631,1.0,230.0,,,,
58,1002903.0,AK STEEL CORP/BUTLER WORKS,42019.0,BUTLER COUNTY,331111.0,2018.0,GP-NG-2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1604424700.0,scf,1679590.393,191.7340631,1.0,230.0,,,,
59,1002903.0,AK STEEL CORP/BUTLER WORKS,42019.0,BUTLER COUNTY,331110.0,2018.0,GP-NG-3,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1080707700.0,scf,1132535.199,129.2848401,1.0,230.0,,,,
60,1002903.0,AK STEEL CORP/BUTLER WORKS,42019.0,BUTLER COUNTY,331111.0,2018.0,GP-NG-3,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1080707700.0,scf,1132535.199,129.2848401,1.0,230.0,,,,
61,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2018.0,No. 1 Boiler - B007,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),10063165000.0,scf,1233099.986,140.7648386,1.0,211.0,,,,
62,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2018.0,No. 1 Boiler - B007,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),10063165000.0,scf,1233099.986,140.7648386,1.0,211.0,,,,
63,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2018.0,No. 1 WH Boiler - P011,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),444002922.7,scf,240381.4063,27.44079981,1.0,302.0,,,,
64,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2018.0,No. 1 WH Boiler - P011,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),444002922.7,scf,240381.4063,27.44079981,1.0,302.0,,,,
65,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2017.0,No. 2 Boiler - B010,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),9025150000.0,scf,1111898.48,126.9290502,1.0,211.0,,,,
66,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2017.0,No. 2 Boiler - B010,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),9025150000.0,scf,1111898.48,126.9290502,1.0,211.0,,,,
67,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2018.0,No. 2 WH Boiler - P010,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),16592076.0,scf,9689.772384,1.1061384,1.0,302.0,,,,
68,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2018.0,No. 2 WH Boiler - P010,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),16592076.0,scf,9689.772384,1.1061384,1.0,302.0,,,,
69,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2017.0,No. 3 Boiler - B009,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),9846465000.0,scf,1212099.842,138.3675618,1.0,211.0,,,,
70,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2017.0,No. 3 Boiler - B009,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),9846465000.0,scf,1212099.842,138.3675618,1.0,211.0,,,,
71,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2017.0,No. 3 WH Boiler - P009,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),39939799.7,scf,22397.5607,2.556799166,1.0,302.0,,,,
72,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2017.0,No. 3 WH Boiler - P009,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),39939799.7,scf,22397.5607,2.556799166,1.0,302.0,,,,
73,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2018.0,No. 4 Boiler - B008,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),11029089000.0,scf,1351460.45,154.276307,1.0,211.0,,,,
74,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2018.0,No. 4 Boiler - B008,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),11029089000.0,scf,1351460.45,154.276307,1.0,211.0,,,,
75,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2017.0,No. 4 WH Boiler - P012,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),3938273.6,scf,2280.299797,0.260308196,1.0,302.0,,,,
76,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2017.0,No. 4 WH Boiler - P012,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),3938273.6,scf,2280.299797,0.260308196,1.0,302.0,,,,
77,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 13 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),12318000000.0,scf,1207164,137.8041096,1.0,244.4,,,,
78,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),12318000000.0,scf,1207164,137.8041096,1.0,244.4,,,,
79,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 13 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),192212000.0,scf,202014.812,23.0610516,1.0,244.4,,,,
80,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),192212000.0,scf,202014.812,23.0610516,1.0,244.4,,,,
81,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),158228.0,gallons,15082.13473,1.721704878,1.0,244.4,,,,
82,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),158228.0,gallons,15082.13473,1.721704878,1.0,244.4,,,,
83,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 5 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),2947000000.0,scf,288806,32.96872146,1.0,245.0,,,,
84,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 5 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),2947000000.0,scf,288806,32.96872146,1.0,245.0,,,,
85,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 5 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),66716000.0,scf,70118.516,8.004396804,1.0,245.0,,,,
86,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 5 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),66716000.0,scf,70118.516,8.004396804,1.0,245.0,,,,
87,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 5 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),16004.0,gallons,1525.485276,0.174142155,1.0,245.0,,,,
88,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 5 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),16004.0,gallons,1525.485276,0.174142155,1.0,245.0,,,,
89,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 6 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),12026000000.0,scf,1178548,134.5374429,1.0,245.0,,,,
90,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 6 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),12026000000.0,scf,1178548,134.5374429,1.0,245.0,,,,
91,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 6 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),204048000.0,scf,214454.448,24.48110137,1.0,245.0,,,,
92,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 6 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),204048000.0,scf,214454.448,24.48110137,1.0,245.0,,,,
93,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 6 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),241317.0,gallons,23002.09512,2.625809946,1.0,245.0,,,,
94,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 6 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),241317.0,gallons,23002.09512,2.625809946,1.0,245.0,,,,
95,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 7 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),11349000000.0,scf,1112202,126.9636986,1.0,245.0,,,,
96,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 7 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),11349000000.0,scf,1112202,126.9636986,1.0,245.0,,,,
97,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 7 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),198688000.0,scf,208821.088,23.83802374,1.0,245.0,,,,
98,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 7 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),198688000.0,scf,208821.088,23.83802374,1.0,245.0,,,,
99,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 7 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),212351.0,gallons,20241.08497,2.310626138,1.0,245.0,,,,
100,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 7 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),212351.0,gallons,20241.08497,2.310626138,1.0,245.0,,,,
101,1007343.0,AKZO NOBEL SURFACE CHEMISTRY LLC,17063.0,GRUNDY,325613.0,2018.0,GP-001 (Sum of all combustion units),OCS (Other combustion source),Biodiesel (100%),Tier 2 (Equation C-2a),135248.0,gallons,17505.21624,1.998312356,1.0,67.0,,,,
102,1007343.0,AKZO NOBEL SURFACE CHEMISTRY LLC,17063.0,GRUNDY,325613.0,2018.0,GP-001 (Sum of all combustion units),OCS (Other combustion source),Rendered Animal Fat,Tier 2 (Equation C-2a),398018.0,gallons,51515.66867,5.880784094,1.0,67.0,,,,
103,1005862.0,ALLEGANY BALLISTICS LABORATORY,54057.0,MINERAL COUNTY,336415.0,2016.0,GP-BoilersL2SandL3Soil,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),93674.0,gallons,14080.13894,1.607321797,1.0,78.0,,,,
104,1005862.0,ALLEGANY BALLISTICS LABORATORY,54057.0,MINERAL COUNTY,336415.0,2016.0,L-1Sboiler17,S (Stoker Boiler),Bituminous,Tier 2 (Equation C-2a),474.0,tons,13359.216,1.525024658,1.0,51.0,,,,
