,FACILITY_ID,FACILITY_NAME,FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr,tierID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS_sub,mactID
57,1002903.0,AK STEEL CORP/BUTLER WORKS,42019.0,BUTLER COUNTY,331110.0,2018.0,GP-NG-2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1604424700.0,scf,1679590.393,191.7340631,10215.0,1.0,230.0,,,,,
58,1002903.0,AK STEEL CORP/BUTLER WORKS,42019.0,BUTLER COUNTY,331111.0,2018.0,GP-NG-2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1604424700.0,scf,1679590.393,191.7340631,10216.0,1.0,230.0,,,,,
59,1002903.0,AK STEEL CORP/BUTLER WORKS,42019.0,BUTLER COUNTY,331110.0,2018.0,GP-NG-3,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1080707700.0,scf,1132535.199,129.2848401,10212.0,1.0,230.0,,,,,
60,1002903.0,AK STEEL CORP/BUTLER WORKS,42019.0,BUTLER COUNTY,331111.0,2018.0,GP-NG-3,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1080707700.0,scf,1132535.199,129.2848401,10213.0,1.0,230.0,,,,,
61,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2018.0,No. 1 Boiler - B007,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),10063165000.0,scf,1233099.986,140.7648386,14694.0,1.0,211.0,,,,,
62,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2018.0,No. 1 Boiler - B007,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),10063165000.0,scf,1233099.986,140.7648386,14695.0,1.0,211.0,,,,,
63,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2018.0,No. 1 WH Boiler - P011,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),444002922.7,scf,240381.4063,27.44079981,14664.0,1.0,302.0,,,,,
64,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2018.0,No. 1 WH Boiler - P011,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),444002922.7,scf,240381.4063,27.44079981,14665.0,1.0,302.0,,,,,
65,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2017.0,No. 2 Boiler - B010,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),9025150000.0,scf,1111898.48,126.9290502,14680.0,1.0,211.0,,,,,
66,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2017.0,No. 2 Boiler - B010,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),9025150000.0,scf,1111898.48,126.9290502,14681.0,1.0,211.0,,,,,
67,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2018.0,No. 2 WH Boiler - P010,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),16592076.0,scf,9689.772384,1.1061384,14692.0,1.0,302.0,,,,,
68,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2018.0,No. 2 WH Boiler - P010,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),16592076.0,scf,9689.772384,1.1061384,14693.0,1.0,302.0,,,,,
69,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2017.0,No. 3 Boiler - B009,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),9846465000.0,scf,1212099.842,138.3675618,14670.0,1.0,211.0,,,,,
70,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2017.0,No. 3 Boiler - B009,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),9846465000.0,scf,1212099.842,138.3675618,14671.0,1.0,211.0,,,,,
71,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2017.0,No. 3 WH Boiler - P009,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),39939799.7,scf,22397.5607,2.556799166,14662.0,1.0,302.0,,,,,
72,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2017.0,No. 3 WH Boiler - P009,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),39939799.7,scf,22397.5607,2.556799166,14663.0,1.0,302.0,,,,,
73,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2018.0,No. 4 Boiler - B008,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),11029089000.0,scf,1351460.45,154.276307,14696.0,1.0,211.0,,,,,
74,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2018.0,No. 4 Boiler - B008,OB (Boiler  other),Blast Furnace Gas,Tier 3 (Equation C-5  gaseous fuel),11029089000.0,scf,1351460.45,154.276307,14697.0,1.0,211.0,,,,,
75,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331110.0,2017.0,No. 4 WH Boiler - P012,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),3938273.6,scf,2280.299797,0.260308196,14690.0,1.0,302.0,,,,,
76,1000274.0,AK Steel Corporation - Middletown,39017.0,Butler,331111.0,2017.0,No. 4 WH Boiler - P012,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),3938273.6,scf,2280.299797,0.260308196,14691.0,1.0,302.0,,,,,
77,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 13 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),12318000000.0,scf,1207164,137.8041096,10838.0,1.0,244.4,,,,,
78,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),12318000000.0,scf,1207164,137.8041096,10839.0,1.0,244.4,,,,,
79,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 13 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),192212000.0,scf,202014.812,23.0610516,9170.0,1.0,244.4,,,,,
80,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),192212000.0,scf,202014.812,23.0610516,9171.0,1.0,244.4,,,,,
81,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),158228.0,gallons,15082.13473,1.721704878,6831.0,1.0,244.4,,,,,
82,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),158228.0,gallons,15082.13473,1.721704878,6832.0,1.0,244.4,,,,,
83,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 5 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),2947000000.0,scf,288806,32.96872146,10832.0,1.0,245.0,,,,,
84,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 5 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),2947000000.0,scf,288806,32.96872146,10833.0,1.0,245.0,,,,,
85,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 5 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),66716000.0,scf,70118.516,8.004396804,9164.0,1.0,245.0,,,,,
86,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 5 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),66716000.0,scf,70118.516,8.004396804,9165.0,1.0,245.0,,,,,
87,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 5 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),16004.0,gallons,1525.485276,0.174142155,6825.0,1.0,245.0,,,,,
88,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 5 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),16004.0,gallons,1525.485276,0.174142155,6826.0,1.0,245.0,,,,,
89,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 6 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),12026000000.0,scf,1178548,134.5374429,10834.0,1.0,245.0,,,,,
90,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 6 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),12026000000.0,scf,1178548,134.5374429,10835.0,1.0,245.0,,,,,
91,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 6 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),204048000.0,scf,214454.448,24.48110137,9166.0,1.0,245.0,,,,,
92,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 6 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),204048000.0,scf,214454.448,24.48110137,9167.0,1.0,245.0,,,,,
93,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 6 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),241317.0,gallons,23002.09512,2.625809946,6827.0,1.0,245.0,,,,,
94,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 6 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),241317.0,gallons,23002.09512,2.625809946,6828.0,1.0,245.0,,,,,
95,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 7 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),11349000000.0,scf,1112202,126.9636986,10836.0,1.0,245.0,,,,,
96,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 7 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),11349000000.0,scf,1112202,126.9636986,10837.0,1.0,245.0,,,,,
97,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331111.0,2015.0,No. 7 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),198688000.0,scf,208821.088,23.83802374,9168.0,1.0,245.0,,,,,
98,1005615.0,AK Steel Corporation West Works,21019.0,BOYD COUNTY,331110.0,2015.0,No. 7 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),198688000.0,scf,208821.088,23.83802374,9169.0,1.0,245.0,,,,,
