,FACILITY_ID,FACILITY_NAME,FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS_sub
46,,A DM Clinton Corn,19045.0,,,2012.0,EU116-2 Starch Dept. Natural Gas Boiler,,Gas 1,,,,,,1.0,5.0,8400.0,Gas 1,350.0,311.0
47,,A DM Clinton Corn,19045.0,,,2012.0,EU208-1A2 Boiler No. 8,,Gas 1,,,,,,1.0,257.8,8400.0,Gas 1,350.0,311.0
48,,A DM Clinton Corn,19045.0,,,2012.0,EU208-1B2 Boiler No. 9,,Gas 1,,,,,,1.0,257.8,8400.0,Gas 1,350.0,311.0
49,,A DM Clinton Corn,19045.0,,,2012.0,EU36-25 (Oilhouse Boiler),,Gas 1,,,,,,1.0,5.0,8400.0,Gas 1,350.0,311.0
50,,A DM Clinton Corn,19045.0,,,2012.0,EU54-1B Boiler No. 10,,Gas 1,,,,,,1.0,289.1,8400.0,Gas 1,350.0,311.0
51,,A DM Clinton Corn,19045.0,,,2012.0,EU54-2 Boiler No. 13,,Gas 1,,,,,,1.0,290.0,8400.0,Gas 1,350.0,311.0
52,,A DM Clinton Corn,19045.0,,,2012.0,EU54-3 Boiler No. 14,,Gas 1,,,,,,1.0,290.0,8400.0,Gas 1,350.0,311.0
53,,A DM Clinton Corn,19045.0,,,2012.0,EU55-1A Boiler No. 11,,Gas 1,,,,,,1.0,185.8,8400.0,Gas 1,350.0,311.0
54,,A DM Clinton Corn,19045.0,,,2012.0,EU55-1B Boiler No. 12,,Gas 1,,,,,,1.0,185.8,8400.0,Gas 1,350.0,311.0
55,,A DM Clinton Corn,19045.0,,,2012.0,EU56-29 Boiler No. 1,,Gas 1,,,,,,1.0,142.6,8400.0,Gas 1,350.0,311.0
56,,A DM Clinton Corn,19045.0,,,2012.0,EU56-30 Boiler No. 2,,Gas 1,,,,,,1.0,142.6,8400.0,Gas 1,350.0,311.0
57,,A DM Clinton Corn,19045.0,,,2012.0,EUYRD-3A Boiler No. 3,,Coal,,,,,,1.0,142.6,8400.0,Coal,400.0,311.0
58,,A DM Clinton Corn,19045.0,,,2012.0,EUYRD-4A Boiler No. 4,,Coal,,,,,,1.0,142.6,8400.0,Coal,400.0,311.0
59,,A DM Clinton Corn,19045.0,,,2012.0,EUYRD-5A Boiler No. 5,,Coal,,,,,,1.0,142.6,8400.0,Coal,400.0,311.0
60,,A DM Corn Division,27083.0,,,2012.0,Coal Boiler #1 EU049,,Coal,,,,,,1.0,90.0,8590.0,Coal,400.0,311.0
61,,A DM Corn Division,27083.0,,,2012.0,Coal Boiler #2 EU050,,Coal,,,,,,1.0,90.0,8590.0,Coal,400.0,311.0
62,,A DM Corn Division,27083.0,,,2012.0,Gas Boiler #3 EU053,,Gas 1,,,,,,1.0,178.16,8750.0,Gas 1,350.0,311.0
63,,A DM Corn Division,27083.0,,,2012.0,Gas Boiler #4 EU054,,Gas 1,,,,,,1.0,237.4,8400.0,Gas 1,350.0,311.0
64,,A DM Corn Processing CR,19103.0,,,2012.0,EU-459,,Gas 1,,,,,,1.0,292.5,8400.0,Gas 1,350.0,311.0
65,,A DM Corn Processing CR,19103.0,,,2012.0,EU-460,,Gas 1,,,,,,1.0,292.5,8400.0,Gas 1,350.0,311.0
66,,A DM Corn Processing CR,19103.0,,,2012.0,EU-501A,,Coal,,,,,,1.0,551.5,7900.0,Coal,400.0,311.0
67,,A DM Corn Processing CR,19103.0,,,2012.0,EU-501B,,Coal,,,,,,1.0,551.5,7900.0,Coal,400.0,311.0
68,,A DM Corn Processing CR,19103.0,,,2012.0,EU-502A,,Coal,,,,,,1.0,551.5,7900.0,Coal,400.0,311.0
69,,A DM Corn Processing CR,19103.0,,,2012.0,EU-502B,,Coal,,,,,,1.0,551.5,7900.0,Coal,400.0,311.0
70,,A DM Corn Processing CR,19103.0,,,2012.0,EU-530,,Coal,,,,,,1.0,1500.0,8300.0,Coal,400.0,311.0
71,,A DM Corn Processing Columbus,31023.0,,,2012.0,COGEN1 Have Not Begun Operation,,Coal,,,,,,1.0,786.0,8400.0,Coal,400.0,311.0
72,,A DM Corn Processing Columbus,31023.0,,,2012.0,COGEN2 Have Not Begun Operation,,Coal,,,,,,1.0,786.0,8400.0,Coal,400.0,311.0
73,,A DM Corn Processing Columbus,31023.0,,,2012.0,WM38 Boiler #1,,Gas 1,,,,,,1.0,145.0,1800.0,Gas 1,350.0,311.0
74,,A DM Corn Processing Columbus,31023.0,,,2012.0,WM39 Boiler #2,,Gas 1,,,,,,1.0,240.0,8600.0,Gas 1,350.0,311.0
75,,A DM Corn Processing Columbus,31023.0,,,2012.0,WM40A Boiler #3,,Gas 1,,,,,,1.0,180.6,8200.0,Gas 1,350.0,311.0
76,,A DM Corn Processing Columbus,31023.0,,,2012.0,WM40B Boiler #4,,Gas 1,,,,,,1.0,180.6,8600.0,Gas 1,350.0,311.0
77,,A DM Fostoria1778,39063.0,,,2012.0,B004,,Gas 1,,,,,,1.0,66.579,500.0,Gas 1,350.0,311.0
78,,A DM Fostoria1778,39063.0,,,2012.0,B005,,Light Liquid,,,,,,1.0,99.8,8760.0,Light Liquid,350.0,311.0
79,,A DM Fremont,31053.0,,,2012.0,18,,Heavy Liquid,,,,,,1.0,65.0,8424.0,Heavy Liquid,400.0,311.0
80,,A DM Lincoln,31109.0,,,2012.0,EU26 Coal Boiler,,Coal,,,,,,1.0,192.0,7800.0,Coal,400.0,311.0
81,,A DM Lincoln,31109.0,,,2012.0,EU33 Union Dowtherm Boiler,,Gas 1,,,,,,1.0,11.0,8650.0,Gas 1,350.0,311.0
82,,A DM Lincoln,31109.0,,,2012.0,EU35 Package Boiler #1,,Gas 1,,,,,,1.0,172.0,2000.0,Gas 1,350.0,311.0
83,,A DM Lincoln,31109.0,,,2012.0,EU36 Package Boiler #2,,Gas 1,,,,,,1.0,86.0,4500.0,Gas 1,350.0,311.0
84,,A DM Location551,13185.0,,,2012.0,630- Wellons,,Wet Biomass,,,,,,1.0,95.0,6391.0,Wet Biomass,400.0,311.0
85,,A DM Location551,13185.0,,,2012.0,640- Cleaver Brooks,,Gas 1,,,,,,1.0,75.0,120.0,Gas 1,350.0,311.0
86,,A DM Location551,13185.0,,,2012.0,650- CE,,Gas 1,,,,,,1.0,160.0,8000.0,Gas 1,350.0,311.0
87,,A DM Location551,13185.0,,,2012.0,B115A- North Hurst,,Wet Biomass,,,,,,1.0,52.0,8382.0,Wet Biomass,400.0,311.0
88,,A DM Location551,13185.0,,,2012.0,B115B-South Hurst,,Wet Biomass,,,,,,1.0,52.0,8382.0,Wet Biomass,400.0,311.0
89,,A DM Mankato,27013.0,,,2012.0,ASEA Boiler #5,,Coal,,,,,,1.0,156.0,8367.0,Coal,400.0,311.0
90,,A DM Mankato,27013.0,,,2012.0,Boiler #4,,Gas 1,,,,,,1.0,76.0,8367.0,Gas 1,350.0,311.0
91,,A DM Mankato,27013.0,,,2012.0,Boiler #6,,Gas 1,,,,,,1.0,205.0,8367.0,Gas 1,350.0,311.0
92,,A DM Mankato,27013.0,,,2012.0,EU059  Steam Generator A,,Gas 1,,,,,,1.0,17.0,8400.0,Gas 1,350.0,311.0
93,,A DM Mankato,27013.0,,,2012.0,EU060  Steam Generator B,,Gas 1,,,,,,1.0,17.0,8400.0,Gas 1,350.0,311.0
94,,A DM Northern Sun,20181.0,,,2012.0,EU-16,,Gas 1,,,,,,1.0,75.0,5840.0,Gas 1,350.0,311.0
95,,A DM Northern Sun,20181.0,,,2012.0,EU-17,,Gas 1,,,,,,1.0,25.0,600.0,Gas 1,350.0,311.0
96,,A DM Northern Sun,38003.0,,,2012.0,EU17,,Wet Biomass,,,,,,1.0,280.0,8164.0,Wet Biomass,400.0,311.0
97,,A DM Northern Sun,38003.0,,,2012.0,EU21,,Light Liquid,,,,,,1.0,13.0,8400.0,Light Liquid,350.0,311.0
98,,A DM Northern Sun,38003.0,,,2012.0,EU64,,Gas 1,,,,,,1.0,189.0,1128.0,Gas 1,350.0,311.0
99,,A DM Northern Sun,38003.0,,,2012.0,EU78,,Gas 1,,,,,,1.0,200.0,410.0,Gas 1,350.0,311.0
100,,A DM Peoria,17143.0,,,2012.0,EU-PH101,,Coal,,,,,,1.0,187.0,8400.0,Coal,400.0,311.0
101,,A DM Peoria,17143.0,,,2012.0,EU-PH102,,Coal,,,,,,1.0,187.0,8400.0,Coal,400.0,311.0
102,,A DM Peoria,17143.0,,,2012.0,EU-PH103,,Coal,,,,,,1.0,250.0,8400.0,Coal,400.0,311.0
103,,A DM Peoria,17143.0,,,2012.0,EU-PH104,,Gas 1,,,,,,1.0,108.0,8400.0,Gas 1,350.0,311.0
104,,A DM Peoria,17143.0,,,2012.0,EU-PH105,,Gas 1,,,,,,1.0,250.0,8400.0,Gas 1,350.0,311.0
105,,A DM Peoria,17143.0,,,2012.0,EU-PH109,,Gas 1,,,,,,1.0,108.0,8400.0,Gas 1,350.0,311.0
106,,A DM Peoria,17143.0,,,2012.0,EU-PH110,,Gas 1,,,,,,1.0,207.0,8400.0,Gas 1,350.0,311.0
107,,A DM Peoria,17143.0,,,2012.0,EU-PH111,,Gas 1,,,,,,1.0,207.0,8400.0,Gas 1,350.0,311.0
108,,A DM Peoria,17143.0,,,2012.0,EU-PH113,,Gas 1,,,,,,1.0,382.0,8400.0,Gas 1,350.0,311.0
109,,A DM Processing,18023.0,,,2012.0,EU 41 Boiler #3,,Gas 1,,,,,,1.0,82.5,5160.0,Gas 1,350.0,311.0
110,,A DM Processing,38049.0,,,2012.0,EU25,,Gas 1,,,,,,1.0,60.0,8400.0,Gas 1,350.0,311.0
111,,A DM Processing,38049.0,,,2012.0,EU26,,Gas 1,,,,,,1.0,95.0,8400.0,Gas 1,350.0,311.0
112,,A DM Processing,18023.0,,,2012.0,EU39  Boiler #1,,Gas 1,,,,,,1.0,62.5,5800.0,Gas 1,350.0,311.0
113,,A DM Processing,18023.0,,,2012.0,EU42  Refinery GTS Boiler,,Gas 1,,,,,,1.0,13.0,3625.0,Gas 1,350.0,311.0
114,,A DM Processing Galesburg,17095.0,,,2012.0,B&W Boiler - EU-018,,Gas 1,,,,,,1.0,43.3,5124.0,Gas 1,350.0,311.0
115,,A DM Processing Galesburg,17095.0,,,2012.0,Trane Boiler - EU-019,,Gas 1,,,,,,1.0,59.8,8280.0,Gas 1,350.0,311.0
116,,A DM Processing Mexico,29027.0,,,2012.0,Biodiesel Boiler,,Gas 1,,,,,,1.0,16.329,8632.0,Gas 1,350.0,311.0
117,,A DM Processing Mexico,29027.0,,,2012.0,Boiler # 1,,Gas 1,,,,,,1.0,33.476,8400.0,Gas 1,350.0,311.0
118,,A DM Processing Mexico,29027.0,,,2012.0,Boiler # 2,,Gas 1,,,,,,1.0,33.476,8400.0,Gas 1,350.0,311.0
119,,A DM Processing Mexico,29027.0,,,2012.0,Boiler # 3,,Gas 1,,,,,,1.0,59.0,8632.0,Gas 1,350.0,311.0
120,,A DM Quincy,17001.0,,,2012.0,7004 & 7005,,Gas 1,,,,,,2.0,5.0,8400.0,Gas 1,350.0,311.0
121,,A DM Quincy,17001.0,,,2012.0,7004 & 7005,,Gas 1,,,,,,2.0,5.0,8400.0,Gas 1,350.0,311.0
122,,A DM Quincy,17001.0,,,2012.0,EU-4006,,Light Liquid,,,,,,1.0,8.4,2029.0,Light Liquid,350.0,311.0
123,,A DM Quincy,17001.0,,,2012.0,EU-5003,,Coal,,,,,,1.0,115.0,8760.0,Coal,400.0,311.0
124,,A DM Quincy,17001.0,,,2012.0,EU-5004,,Coal,,,,,,1.0,115.0,8760.0,Coal,400.0,311.0
125,,A DM Quincy,17001.0,,,2012.0,EU-5007,,Gas 1,,,,,,1.0,115.0,8400.0,Gas 1,350.0,311.0
126,,A DM Quincy,17001.0,,,2012.0,EU-5008,,Gas 1,,,,,,1.0,115.0,744.0,Gas 1,350.0,311.0
127,,A DM Quincy,17001.0,,,2012.0,EU-5009,,Gas 1,,,,,,1.0,126.5,1621.0,Gas 1,350.0,311.0
128,,A DM World2251,45057.0,,,2012.0,EU-18,,Gas 1,,,,,,1.0,64.0,8400.0,Gas 1,350.0,311.0
129,,A DM-Red Wing,27049.0,,,2012.0,Boiler # 1,,Heavy Liquid,,,,,,1.0,88.0,7000.0,Heavy Liquid,400.0,311.0
130,,A DM-Red Wing,27049.0,,,2012.0,Boiler # 2,,Gas 1,,,,,,1.0,65.0,1000.0,Gas 1,350.0,311.0
131,,A DM-Red Wing,27049.0,,,2012.0,Therminol Boiler,,Gas 1,,,,,,1.0,10.0,8400.0,Gas 1,350.0,311.0
132,,A GP Mason City,19195.0,,,2012.0,Cleaver Brooks Boiler,,Heavy Liquid,,,,,,1.0,57.5,7800.0,Heavy Liquid,400.0,311.0
133,,A GP Mason City,19195.0,,,2012.0,Murray Boiler,,Heavy Liquid,,,,,,1.0,57.5,1000.0,Heavy Liquid,400.0,311.0
134,,A GY Huntingdon,42061.0,,,2012.0,031,,Gas 1,,,,,,1.0,18.5,4380.0,Gas 1,350.0,327.0
135,,A GY Huntingdon,42061.0,,,2012.0,032,,Gas 1,,,,,,1.0,18.5,4380.0,Gas 1,350.0,327.0
136,,A GY-Aiken,45003.0,,,2012.0,UT1 - Boiler #1,,Gas 1,,,,,,1.0,32.9,5000.0,Gas 1,350.0,327.0
137,,A GY-Aiken,45003.0,,,2012.0,UT2 - Boiler #2,,Gas 1,,,,,,1.0,32.9,1500.0,Gas 1,350.0,327.0
138,,A GY-Aiken,45003.0,,,2012.0,UT3 - Boiler #3,,Gas 1,,,,,,1.0,32.9,2700.0,Gas 1,350.0,327.0
139,,A KSteel Butler,42019.0,,,2012.0,033 - Boiler 9,,Gas 1,,,,,,1.0,65.0,7500.0,Gas 1,350.0,331.0
140,,A KSteel Butler,42019.0,,,2012.0,034 - Boiler 10,,Gas 1,,,,,,1.0,65.0,7000.0,Gas 1,350.0,331.0
141,,A KSteel Butler,42019.0,,,2012.0,035 - Boiler 11,,Gas 1,,,,,,1.0,65.0,7000.0,Gas 1,350.0,331.0
142,,A KSteel Butler,42019.0,,,2012.0,037A - Boiler 21,,Gas 1,,,,,,1.0,11.5,7700.0,Gas 1,350.0,331.0
143,,A KSteel Butler,42019.0,,,2012.0,039 - Main Plant Boiler 22,,Gas 1,,,,,,1.0,60.0,8400.0,Gas 1,350.0,331.0
144,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
145,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
146,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
147,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
148,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
149,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
150,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
151,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
152,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
153,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
154,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
155,,A KSteel Butler,42019.0,,,2012.0,Small Boilers / Water Heaters,,Gas 1,,,,,,12.0,5.0,8400.0,Gas 1,350.0,331.0
156,,A KSteel-Ashland,21019.0,,,2012.0,No. 1 Boiler,,Process Gas,,,,,,1.0,130.0,8585.0,Process Gas,350.0,331.0
157,,A KSteel-Ashland,21019.0,,,2012.0,No. 2 Boiler,,Process Gas,,,,,,1.0,130.0,8443.0,Process Gas,350.0,331.0
158,,A KSteel-Ashland,21019.0,,,2012.0,No. 3 Boiler,,Gas 1,,,,,,1.0,130.0,8556.0,Gas 1,350.0,331.0
159,,A KSteel-Ashland,21019.0,,,2012.0,No. 5 Boiler,,Process Gas,,,,,,1.0,82.3,1018.0,Process Gas,350.0,331.0
160,,A KSteel-West Works,21019.0,,,2012.0,No. 13 Boiler,,Process Gas,,,,,,1.0,244.4,3776.0,Process Gas,350.0,331.0
161,,A KSteel-West Works,21019.0,,,2012.0,No. 5 Boiler,,Process Gas,,,,,,1.0,245.0,7512.0,Process Gas,350.0,331.0
162,,A KSteel-West Works,21019.0,,,2012.0,No. 6 Boiler,,Process Gas,,,,,,1.0,245.0,8088.0,Process Gas,350.0,331.0
163,,A KSteel-West Works,21019.0,,,2012.0,No. 7 Boiler,,Process Gas,,,,,,1.0,245.0,8040.0,Process Gas,350.0,331.0
164,,A MGeneral LL C,18141.0,,,2012.0,North Boiler,,Gas 1,,,,,,1.0,25.0,1300.0,Gas 1,350.0,336.0
165,,A MGeneral LL C,18141.0,,,2012.0,South Boiler,,Gas 1,,,,,,1.0,25.0,1300.0,Gas 1,350.0,336.0
166,,A PI Foils,34023.0,,,2012.0,1,,Gas 1,,,,,,1.0,5.0,8400.0,Gas 1,350.0,323.0
167,,A PI Foils,34023.0,,,2012.0,2,,Gas 1,,,,,,1.0,26.0,4320.0,Gas 1,350.0,323.0
168,,A RG Bradford,42083.0,,,2012.0,33,,Gas 1,,,,,,1.0,99.0,4380.0,Gas 1,350.0,324.0
169,,A RG Bradford,42083.0,,,2012.0,34,,Gas 1,,,,,,1.0,99.0,4380.0,Gas 1,350.0,324.0
170,,A RG Bradford,42083.0,,,2012.0,37,,Coal,,,,,,1.0,169.0,8500.0,Coal,400.0,324.0
171,,A SC Signal,37101.0,,,2012.0,Boilers,,Gas 1,,,,,,2.0,5.0,8400.0,Gas 1,350.0,334.0
172,,A SC Signal,37101.0,,,2012.0,Boilers,,Gas 1,,,,,,2.0,5.0,8400.0,Gas 1,350.0,334.0
173,,A TC Panels,51620.0,,,2012.0,Babcock & Wilcox Boiler,,Dry Biomass,,,,,,1.0,46.0,8280.0,Dry Biomass,400.0,321.0
174,,A TK Rocket Center,54083.0,,,2012.0,Boilers 1&3,,Gas 1,,,,,,2.0,5.0,8400.0,Gas 1,350.0,336.0
175,,A TK Rocket Center,54083.0,,,2012.0,Boilers 1&3,,Gas 1,,,,,,2.0,5.0,8400.0,Gas 1,350.0,336.0
176,,A TK Rocket Center,54083.0,,,2012.0,"NB2440 W-17530-W, NB2442 W-17531-W",,Heavy Liquid,,,,,,1.0,191.8946134,4000.0,Heavy Liquid,400.0,336.0
177,,A TK Rocket Center,54083.0,,,2012.0,NB2766  W-17479-W (Boiler 17),,Coal,,,,,,1.0,281.6545984,7920.0,Coal,400.0,336.0
178,,A WI Kankakee,17091.0,,,2012.0,Boiler 1,,Gas 1,,,,,,1.0,42.5,4380.0,Gas 1,350.0,326.0
179,,A WI Kankakee,17091.0,,,2012.0,Boiler 2,,Gas 1,,,,,,1.0,14.6,8760.0,Gas 1,350.0,326.0
180,,A ZPortland Cement Rillito,4019.0,,,2012.0,R4-BO1,,Gas 1,,,,,,1.0,5.0,8400.0,Gas 1,350.0,327.0
181,1002342.0,A&AT LLC WAYNESBORO FACILITY,51820.0,WAYNESBORO CITY,325222.0,2018.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),1829.7659,scf,1.884658877,0.000215144,1.0,99.0,,,,
