FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,COUNTY,COUNTY_FIPS,NAICS,FUEL_COM,FUEL_UNIT,ANNUAL_HEAT_INPUT,ANNUAL_HEAT_INPUT_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY_UNIT_OTHER,CH4_COMBUSTION_EMISSIONS,N2O_COMBUSTION_EMISSIONS,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,Energy_consumption_MMBtu,ENERGY_MMBtu_hr
1000234,2018,The University of NC Chapel Hill,Boiler 9 ES004,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0.01,0.002,,249,mmBtu/hr,3333.333333,0.380517504
1000234,2011,The University of NC Chapel Hill,Boiler 6 ES001,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2014,The University of NC Chapel Hill,Boiler 10 ES005,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,832,mmBtu,,,,0,0.001,,249,mmBtu/hr,0,0
1000234,2013,The University of NC Chapel Hill,Boiler 8 ES003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,338,mmBtu/hr,0,0
1000234,2015,The University of NC Chapel Hill,Boiler 6 ES001,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,2.47,mmBtu,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2012,The University of NC Chapel Hill,Boiler 7 ES002,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2012,The University of NC Chapel Hill,Boiler 10 ES005,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,249,mmBtu/hr,0,0
1000234,2012,The University of NC Chapel Hill,Boiler 6 ES001,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2012,The University of NC Chapel Hill,Boiler 9 ES004,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,249,mmBtu/hr,0,0
1000234,2010,The University of NC Chapel Hill,Boiler 8 ES003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0.05,0.01,,338,mmBtu/hr,16666.66667,1.902587519
1000234,2018,The University of NC Chapel Hill,Boiler 7 ES002,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2010,The University of NC Chapel Hill,Boiler 6 ES001,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2010,The University of NC Chapel Hill,Boiler 7 ES002,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0.02,0.005,,323.17,mmBtu/hr,6666.666667,0.761035008
1000234,2014,The University of NC Chapel Hill,Boiler 7 ES002,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,348,mmBtu,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2017,The University of NC Chapel Hill,Boiler 10 ES005,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,249,mmBtu/hr,0,0
1000234,2015,The University of NC Chapel Hill,Boiler 9 ES004,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,12.4,mmBtu,,,,0,0,,249,mmBtu/hr,0,0
1000234,2015,The University of NC Chapel Hill,Boiler 7 ES002,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,2.74,mmBtu,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2011,The University of NC Chapel Hill,Boiler 8 ES003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,338,mmBtu/hr,0,0
1000234,2011,The University of NC Chapel Hill,Boiler 7 ES002,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2014,The University of NC Chapel Hill,Boiler 6 ES001,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,462,mmBtu,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2014,The University of NC Chapel Hill,Boiler 9 ES004,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,2430,mmBtu,,,,0.01,0.002,,249,mmBtu/hr,3333.333333,0.380517504
1000234,2017,The University of NC Chapel Hill,Boiler 6 ES001,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2011,The University of NC Chapel Hill,Boiler 10 ES005,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,249,mmBtu/hr,0,0
1000234,2011,The University of NC Chapel Hill,Boiler 9 ES004,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,249,mmBtu/hr,0,0
1000234,2015,The University of NC Chapel Hill,Boiler 8 ES003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,26.34,mmBtu,,,,0,0,,338,mmBtu/hr,0,0
1000234,2018,The University of NC Chapel Hill,Boiler 6 ES001,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,323.17,mmBtu/hr,0,0
1000234,2017,The University of NC Chapel Hill,Boiler 8 ES003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,338,mmBtu/hr,0,0
1000234,2014,The University of NC Chapel Hill,Boiler 8 ES003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,455,mmBtu,,,,0,0,,338,mmBtu/hr,0,0
1000234,2010,The University of NC Chapel Hill,Boiler 9 ES004,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0.02,0.003,,249,mmBtu/hr,6666.666667,0.761035008
1000234,2012,The University of NC Chapel Hill,Boiler 8 ES003,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0,0,,338,mmBtu/hr,0,0
1000234,2017,The University of NC Chapel Hill,Boiler 9 ES004,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0.01,0.002,,249,mmBtu/hr,3333.333333,0.380517504
1000234,2010,The University of NC Chapel Hill,Boiler 10 ES005,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,,,,,,0.02,0.003,,249,mmBtu/hr,6666.666667,0.761035008
1000234,2015,The University of NC Chapel Hill,Boiler 10 ES005,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Orange,37135,611310,,,3552,mmBtu,,,,0.01,0.002,,249,mmBtu/hr,3333.333333,0.380517504
1000318,2015,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,1382.33,mmBtu,,,,0,0.001,,229,mmBtu/hr,0,0
1000318,2015,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,1382.33,mmBtu,,,,0,0.001,,229,mmBtu/hr,0,0
1000318,2013,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2013,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2013,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,,,,,,0.01,0.003,,229,mmBtu/hr,3333.333333,0.380517504
1000318,2013,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,,,,,,0.01,0.003,,229,mmBtu/hr,3333.333333,0.380517504
1000318,2015,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,579.27,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2015,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,579.27,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2012,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2012,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2014,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,0,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2014,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,0,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2011,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2011,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2016,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,126.39,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2016,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,126.39,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2010,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2010,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2010,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,,,,,,0.02,0,,229,mmBtu/hr,6666.666667,0.761035008
1000318,2010,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,,,,,,0.02,0,,229,mmBtu/hr,6666.666667,0.761035008
1000318,2018,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,10.1,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2018,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,10.1,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2018,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,18.7,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2018,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,18.7,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2017,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,0,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2017,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,0,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2016,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,0,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2016,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,0,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2014,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,4240,mmBtu,,,,0.01,0.003,,229,mmBtu/hr,3333.333333,0.380517504
1000318,2014,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,4240,mmBtu,,,,0.01,0.003,,229,mmBtu/hr,3333.333333,0.380517504
1000318,2011,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2011,Hopewell Cogeneration Facility,AB2,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2012,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2012,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,,,,,,0,0,,229,mmBtu/hr,0,0
1000318,2017,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221112,,,9.5,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000318,2017,Hopewell Cogeneration Facility,AB1,OB (Boiler  other),Distillate Fuel Oil No. 2,,,Hopewell,51670,221119,,,9.5,mmBtu,,,,0,0,,229,mmBtu/hr,0,0
1000426,2015,KapStone Charleston Kraft LLC,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Charleston,45019,322121,,,3129.1,mmBtu,,,,0.01,0.002,,1337,mmBtu/hr,3333.333333,0.380517504
1000426,2014,KapStone Charleston Kraft LLC,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Charleston,45019,322121,,,,,,,,0.01,0.001,,1337,mmBtu/hr,3333.333333,0.380517504
1000426,2016,KapStone Charleston Kraft LLC,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Charleston,45019,322121,,,4421.928,mmBtu,,,,0.01,0.003,,1337,mmBtu/hr,3333.333333,0.380517504
1000426,2013,KapStone Charleston Kraft LLC,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Charleston,45019,322121,,,,,,,,0.02,0.004,,1337,mmBtu/hr,6666.666667,0.761035008
1000426,2018,KapStone Charleston Kraft LLC,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Charleston,45019,322121,,,,,,,,0.04,0.009,,1337,mmBtu/hr,13333.33333,1.522070015
1000426,2017,KapStone Charleston Kraft LLC,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Charleston,45019,322121,,,3103.96,mmBtu,,,,0.01,0.002,,1337,mmBtu/hr,3333.333333,0.380517504
1000426,2012,KapStone Charleston Kraft LLC,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Charleston,45019,322121,,,,,,,,0.01,0.002,,1337,mmBtu/hr,3333.333333,0.380517504
1000426,2011,KapStone Charleston Kraft LLC,Main Boiler/B001,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Charleston,45019,322121,,,,,,,,0.01,0.002,,1337,mmBtu/hr,3333.333333,0.380517504
1000492,2013,Florida Power Development,Boiler 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Hernando,12053,221112,,,,,,,,0.04,0.008,,900,mmBtu/hr,13333.33333,1.522070015
1000492,2013,Florida Power Development,Boiler 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Hernando,12053,221119,,,,,,,,0.04,0.008,,900,mmBtu/hr,13333.33333,1.522070015
1000492,2014,Florida Power Development,Boiler 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Hernando,12053,221112,,,9052,mmBtu,,,,0.03,0.005,,900,mmBtu/hr,10000,1.141552511
1000492,2014,Florida Power Development,Boiler 1,S (Stoker Boiler),Distillate Fuel Oil No. 2,,,Hernando,12053,221119,,,9052,mmBtu,,,,0.03,0.005,,900,mmBtu/hr,10000,1.141552511
1000496,2016,Cedar Bay Generating Co. LP,CBA,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,13989,mmBtu,,,,0.04,0.008,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2015,Cedar Bay Generating Co. LP,CBC,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,4194,mmBtu,,,,0.01,0.003,,1169,mmBtu/hr,3333.333333,0.380517504
1000496,2010,Cedar Bay Generating Co. LP,CBC,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.04,0.01,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2011,Cedar Bay Generating Co. LP,CBC,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.04,0.01,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2014,Cedar Bay Generating Co. LP,CBB,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,14066.2,mmBtu,,,,0.04,0.008,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2014,Cedar Bay Generating Co. LP,CBC,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,15102.8,mmBtu,,,,0.05,0.009,,1169,mmBtu/hr,16666.66667,1.902587519
1000496,2013,Cedar Bay Generating Co. LP,CBA,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.04,0.01,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2015,Cedar Bay Generating Co. LP,CBA,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,5864,mmBtu,,,,0.02,0.004,,1169,mmBtu/hr,6666.666667,0.761035008
1000496,2016,Cedar Bay Generating Co. LP,CBC,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,13410,mmBtu,,,,0.04,0.008,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2012,Cedar Bay Generating Co. LP,CBB,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.06,0.01,,1169,mmBtu/hr,20000,2.283105023
1000496,2013,Cedar Bay Generating Co. LP,CBB,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.04,0.01,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2011,Cedar Bay Generating Co. LP,CBB,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.04,0.01,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2010,Cedar Bay Generating Co. LP,CBB,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.06,0.01,,1169,mmBtu/hr,20000,2.283105023
1000496,2013,Cedar Bay Generating Co. LP,CBC,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.05,0.01,,1169,mmBtu/hr,16666.66667,1.902587519
1000496,2014,Cedar Bay Generating Co. LP,CBA,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,16770,mmBtu,,,,0.05,0.01,,1169,mmBtu/hr,16666.66667,1.902587519
1000496,2012,Cedar Bay Generating Co. LP,CBC,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.08,0.02,,1169,mmBtu/hr,26666.66667,3.04414003
1000496,2010,Cedar Bay Generating Co. LP,CBA,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.06,0.01,,1169,mmBtu/hr,20000,2.283105023
1000496,2011,Cedar Bay Generating Co. LP,CBA,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.06,0.01,,1169,mmBtu/hr,20000,2.283105023
1000496,2015,Cedar Bay Generating Co. LP,CBB,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,4194,mmBtu,,,,0.01,0.003,,1169,mmBtu/hr,3333.333333,0.380517504
1000496,2016,Cedar Bay Generating Co. LP,CBB,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,14763.5,mmBtu,,,,0.04,0.009,,1169,mmBtu/hr,13333.33333,1.522070015
1000496,2012,Cedar Bay Generating Co. LP,CBA,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,Duval,12031,221112,,,,,,,,0.06,0.01,,1169,mmBtu/hr,20000,2.283105023
1000589,2013,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,B29,CFB (Boiler  circulating fluidized bed),Distillate Fuel Oil No. 2,,,BROWN,55009,322121,,,,,,,,0.03,0.006,,486,mmBtu/hr,10000,1.141552511
